accession,start,end,cds_product
CP131707.1,1277967,1277041,Error: 'ExactPosition' object has no attribute 'position'
CP131707.1,1637312,1636560,Error: 'ExactPosition' object has no attribute 'position'
CP131707.1,1633136,1632450,Error: 'ExactPosition' object has no attribute 'position'
CP131707.1,1625093,1624416,Error: 'ExactPosition' object has no attribute 'position'
CP131707.1,309930,310703,Error: 'ExactPosition' object has no attribute 'position'
CP131707.1,139561,139890,Error: 'BeforePosition' object has no attribute 'position'
CP131707.1,101313,101948,Error: 'BeforePosition' object has no attribute 'position'
AP028607.1,342082,342726,Error: 'ExactPosition' object has no attribute 'position'
AP028607.1,1277038,1276112,Error: 'ExactPosition' object has no attribute 'position'
AP028607.1,341057,341659,Error: 'BeforePosition' object has no attribute 'position'
AP028607.1,168791,169120,Error: 'BeforePosition' object has no attribute 'position'
AP028607.1,136570,137205,Error: 'BeforePosition' object has no attribute 'position'
LR216037.1,1616303,1615527,Error: 'BeforePosition' object has no attribute 'position'
LR216037.1,1259639,1258713,Error: 'BeforePosition' object has no attribute 'position'
LR216037.1,1624972,1624220,Error: 'BeforePosition' object has no attribute 'position'
LR216037.1,1620796,1620110,Error: 'BeforePosition' object has no attribute 'position'
LR216037.1,365247,366173,Error: 'ExactPosition' object has no attribute 'position'
LR216037.1,1614092,1613415,Error: 'BeforePosition' object has no attribute 'position'
LR216037.1,366247,366606,Error: 'BeforePosition' object has no attribute 'position'
LR216037.1,148851,149486,Error: 'BeforePosition' object has no attribute 'position'
LS483448.1,1648332,1647556,No matching CDS
LS483448.1,1250530,1249604,No matching CDS
LS483448.1,1657874,1657089,No matching CDS
LS483448.1,1653698,1653012,No matching CDS
LS483448.1,1646121,1645444,No matching CDS
LS483448.1,143025,143660,No matching CDS
LS483448.1,189559,189888,No matching CDS
LR216050.1,1249779,1248853,Error: 'BeforePosition' object has no attribute 'position'
LR216050.1,87126,87761,Error: 'BeforePosition' object has no attribute 'position'
LR216050.1,119573,119902,Error: 'BeforePosition' object has no attribute 'position'
CP118288.1,324326,323400,Error: 'BeforePosition' object has no attribute 'position'
CP118288.1,13627,13956,Error: 'BeforePosition' object has no attribute 'position'
CP118288.1,1916289,1916924,Error: 'BeforePosition' object has no attribute 'position'
CP001015.1,1273218,1272292,Error: 'ExactPosition' object has no attribute 'position'
CP001015.1,138854,139183,Error: 'BeforePosition' object has no attribute 'position'
CP001015.1,100598,101233,Error: 'BeforePosition' object has no attribute 'position'
CP031245.1,1790259,1789333,No matching CDS
CP031245.1,664145,664780,No matching CDS
CP031245.1,702095,702424,No matching CDS
AP018938.1,1259864,1258938,Error: 'ExactPosition' object has no attribute 'position'
AP018938.1,133558,134193,Error: 'BeforePosition' object has no attribute 'position'
AP018938.1,171508,171837,Error: 'BeforePosition' object has no attribute 'position'
LR134294.1,786562,785636,Error: 'ExactPosition' object has no attribute 'position'
LR134294.1,1756679,1757314,Error: 'BeforePosition' object has no attribute 'position'
LR134294.1,1794629,1794958,Error: 'BeforePosition' object has no attribute 'position'
LN847353.1,1177347,1176421,Error: 'BeforePosition' object has no attribute 'position'
LN847353.1,98403,99038,Error: 'BeforePosition' object has no attribute 'position'
LN847353.1,142837,143166,Error: 'BeforePosition' object has no attribute 'position'
CP035260.1,1190858,1189932,Error: 'ExactPosition' object has no attribute 'position'
CP035260.1,319526,320203,Error: 'ExactPosition' object has no attribute 'position'
CP035260.1,317562,318017,Error: 'BeforePosition' object has no attribute 'position'
CP035260.1,102153,102788,Error: 'BeforePosition' object has no attribute 'position'
CP035260.1,139222,139551,Error: 'BeforePosition' object has no attribute 'position'
LR216027.1,1308698,1307772,Error: 'BeforePosition' object has no attribute 'position'
LR216027.1,230697,231026,Error: 'BeforePosition' object has no attribute 'position'
LR216027.1,204622,205257,Error: 'BeforePosition' object has no attribute 'position'
CP139862.1,1837015,1837941,No matching CDS
CP139862.1,923303,922668,No matching CDS
CP139862.1,891154,890825,No matching CDS
LR216039.1,1258566,1257640,Error: 'BeforePosition' object has no attribute 'position'
LR216039.1,381825,382238,Error: 'BeforePosition' object has no attribute 'position'
LR216039.1,150822,151457,Error: 'BeforePosition' object has no attribute 'position'
LR216039.1,189099,189428,Error: 'BeforePosition' object has no attribute 'position'
LR216051.1,1247046,1246120,Error: 'BeforePosition' object has no attribute 'position'
LR216051.1,1652509,1651712,Error: 'BeforePosition' object has no attribute 'position'
LR216051.1,1638332,1637658,Error: 'BeforePosition' object has no attribute 'position'
LR216051.1,1649542,1648871,Error: 'BeforePosition' object has no attribute 'position'
LR216051.1,1648681,1648424,Error: 'BeforePosition' object has no attribute 'position'
LR216051.1,1647800,1647453,Error: 'BeforePosition' object has no attribute 'position'
LR216051.1,136223,136858,Error: 'BeforePosition' object has no attribute 'position'
LR216051.1,174160,174489,Error: 'BeforePosition' object has no attribute 'position'
LR216063.1,1257683,1256757,Error: 'BeforePosition' object has no attribute 'position'
LR216063.1,1612251,1611499,Error: 'BeforePosition' object has no attribute 'position'
LR216063.1,1609255,1608626,Error: 'BeforePosition' object has no attribute 'position'
LR216063.1,1602288,1601764,Error: 'BeforePosition' object has no attribute 'position'
LR216063.1,1602440,1602234,Error: 'BeforePosition' object has no attribute 'position'
LR216063.1,106947,107582,Error: 'BeforePosition' object has no attribute 'position'
LR216063.1,144841,145170,Error: 'BeforePosition' object has no attribute 'position'
LR216014.1,1249974,1249048,Error: 'BeforePosition' object has no attribute 'position'
LR216014.1,135043,135678,Error: 'BeforePosition' object has no attribute 'position'
LR216014.1,160364,160693,Error: 'BeforePosition' object has no attribute 'position'
CP046360.1,1270489,1269563,Error: 'ExactPosition' object has no attribute 'position'
CP046360.1,105220,105855,Error: 'BeforePosition' object has no attribute 'position'
CP046360.1,137824,138153,Error: 'BeforePosition' object has no attribute 'position'
AP026914.1,761461,762387,Error: 'BeforePosition' object has no attribute 'position'
AP026914.1,1619058,1618402,Error: 'ExactPosition' object has no attribute 'position'
AP026914.1,1616085,1615456,Error: 'ExactPosition' object has no attribute 'position'
AP026914.1,1609270,1608593,Error: 'ExactPosition' object has no attribute 'position'
AP026914.1,103463,104098,Error: 'BeforePosition' object has no attribute 'position'
AP026914.1,141799,142128,Error: 'BeforePosition' object has no attribute 'position'
LR536833.1,390353,391585,Error: 'ExactPosition' object has no attribute 'position'
LR216040.1,363523,364755,Error: 'ExactPosition' object has no attribute 'position'
LR216022.1,456101,457333,Error: 'ExactPosition' object has no attribute 'position'
LR216018.1,414545,415777,Error: 'ExactPosition' object has no attribute 'position'
CP031248.1,1155126,1153894,No matching CDS
CP026670.1,312203,313435,Error: 'ExactPosition' object has no attribute 'position'
CP155532.1,1876811,1875579,Error: 'ExactPosition' object has no attribute 'position'
CP131710.1,374431,375663,Error: 'ExactPosition' object has no attribute 'position'
CP131706.1,337169,338401,Error: 'ExactPosition' object has no attribute 'position'
AP018044.1,2054269,2055501,Error: 'ExactPosition' object has no attribute 'position'
CP137100.1,1443283,1444515,No matching CDS
AP028604.1,395114,396346,Error: 'ExactPosition' object has no attribute 'position'
AP028603.1,395114,396346,Error: 'ExactPosition' object has no attribute 'position'
AP026918.1,324672,325904,Error: 'ExactPosition' object has no attribute 'position'
CP113267.1,1734761,1733529,Error: 'ExactPosition' object has no attribute 'position'
CP035265.1,338755,339987,Error: 'ExactPosition' object has no attribute 'position'
CP035264.1,374853,376085,Error: 'ExactPosition' object has no attribute 'position'
FM211187.1,312203,313435,Error: 'ExactPosition' object has no attribute 'position'
CR931685.1,10526,11758,Error: 'ExactPosition' object has no attribute 'position'
CR931683.1,9962,11194,Error: 'ExactPosition' object has no attribute 'position'
AF057294.1,10685,11917,Error: 'ExactPosition' object has no attribute 'position'
CP016633.2,333635,334867,Error: 'ExactPosition' object has no attribute 'position'
CP016632.2,335981,337213,Error: 'ExactPosition' object has no attribute 'position'
AF030373.1,11144,12376,Error: 'ExactPosition' object has no attribute 'position'
CP016227.1,350867,351961,Error: 'ExactPosition' object has no attribute 'position'
CP016227.1,351958,352098,Error: 'BeforePosition' object has no attribute 'position'
LT594598.1,11215,12441,Error: 'ExactPosition' object has no attribute 'position'
CR931684.1,11224,12450,Error: 'ExactPosition' object has no attribute 'position'
AY163197.1,2,121,Error: 'BeforePosition' object has no attribute 'position'
AY163191.1,2,121,Error: 'BeforePosition' object has no attribute 'position'
AY163196.1,2,121,Error: 'BeforePosition' object has no attribute 'position'
AY163193.1,2,121,Error: 'BeforePosition' object has no attribute 'position'
CR931693.2,14968,15996,Error: 'ExactPosition' object has no attribute 'position'
LR216058.1,294784,295812,Error: 'ExactPosition' object has no attribute 'position'
KY750647.1,15034,16062,Error: 'ExactPosition' object has no attribute 'position'
KY750643.1,15025,16053,Error: 'ExactPosition' object has no attribute 'position'
AY250187.1,4987,6015,Error: 'ExactPosition' object has no attribute 'position'
CR931665.1,15186,16214,Error: 'ExactPosition' object has no attribute 'position'
CR931664.1,15184,16212,Error: 'ExactPosition' object has no attribute 'position'
LR216052.1,317133,318161,Error: 'ExactPosition' object has no attribute 'position'
KY750644.1,15627,16655,Error: 'ExactPosition' object has no attribute 'position'
KY750640.1,15697,16725,Error: 'ExactPosition' object has no attribute 'position'
KY750639.1,15585,16613,Error: 'ExactPosition' object has no attribute 'position'
KY750638.1,15674,16702,Error: 'ExactPosition' object has no attribute 'position'
KY750637.1,15709,16737,Error: 'ExactPosition' object has no attribute 'position'
KY750635.1,16581,17609,Error: 'ExactPosition' object has no attribute 'position'
KY750634.1,15627,16655,Error: 'ExactPosition' object has no attribute 'position'
KY750633.1,15697,16725,Error: 'ExactPosition' object has no attribute 'position'
CP137107.1,736627,735599,No matching CDS
CP126249.1,296933,297961,No matching CDS
CP060156.1,350350,351378,Error: 'ExactPosition' object has no attribute 'position'
LR216066.1,335813,336841,Error: 'ExactPosition' object has no attribute 'position'
LR216046.1,458529,459557,Error: 'ExactPosition' object has no attribute 'position'
CP025838.1,334027,335055,Error: 'ExactPosition' object has no attribute 'position'
KY750648.1,15373,16401,Error: 'ExactPosition' object has no attribute 'position'
CP131707.1,316692,317720,Error: 'ExactPosition' object has no attribute 'position'
CR931663.1,15077,16105,Error: 'ExactPosition' object has no attribute 'position'
LR216022.1,459912,460940,Error: 'ExactPosition' object has no attribute 'position'
CP016633.2,337446,338474,Error: 'ExactPosition' object has no attribute 'position'
CP016632.2,340773,341801,Error: 'ExactPosition' object has no attribute 'position'
CP016227.1,354676,355704,Error: 'ExactPosition' object has no attribute 'position'
AF057294.1,14496,15524,Error: 'ExactPosition' object has no attribute 'position'
LR536833.1,394164,395192,Error: 'ExactPosition' object has no attribute 'position'
LR216040.1,367334,368362,Error: 'ExactPosition' object has no attribute 'position'
LR216018.1,418356,419384,Error: 'ExactPosition' object has no attribute 'position'
CP031248.1,1151315,1150287,No matching CDS
CP026670.1,316014,317042,Error: 'ExactPosition' object has no attribute 'position'
CP155532.1,1873000,1871972,Error: 'ExactPosition' object has no attribute 'position'
CP131710.1,378242,379270,Error: 'ExactPosition' object has no attribute 'position'
CP131706.1,340980,342008,Error: 'ExactPosition' object has no attribute 'position'
AP018044.1,2058080,2059108,Error: 'ExactPosition' object has no attribute 'position'
CP137100.1,1447094,1448122,No matching CDS
AP028604.1,398925,399953,Error: 'ExactPosition' object has no attribute 'position'
AP028603.1,398925,399953,Error: 'ExactPosition' object has no attribute 'position'
AP026918.1,328483,329511,Error: 'ExactPosition' object has no attribute 'position'
CP113267.1,1730950,1729922,Error: 'ExactPosition' object has no attribute 'position'
CP035265.1,342566,343594,Error: 'ExactPosition' object has no attribute 'position'
CP035264.1,378664,379692,Error: 'ExactPosition' object has no attribute 'position'
FM211187.1,316014,317042,Error: 'ExactPosition' object has no attribute 'position'
CR931692.1,15276,16304,Error: 'ExactPosition' object has no attribute 'position'
CR931685.1,14337,15365,Error: 'ExactPosition' object has no attribute 'position'
