allele,accession,start,end
gene_OGC1995_group_1678,CR931693.2,14968,15996
gene_OGC1995_group_1678,LR216058.1,294784,295812
gene_OGC1995_group_1678,KY750647.1,15034,16062
gene_OGC1995_group_1678,KY750643.1,15025,16053
gene_OGC1995_group_1678,AY250187.1,4987,6015
gene_OGC1995_group_1678,CR931665.1,15186,16214
gene_OGC1995_group_1678,CR931664.1,15184,16212
gene_OGC1995_group_1678,LR216052.1,317133,318161
gene_OGC1995_group_1678,KY750644.1,15627,16655
gene_OGC1995_group_1678,KY750640.1,15697,16725
gene_OGC1995_group_1678,KY750639.1,15585,16613
gene_OGC1995_group_1678,KY750638.1,15674,16702
gene_OGC1995_group_1678,KY750637.1,15709,16737
gene_OGC1995_group_1678,KY750635.1,16581,17609
gene_OGC1995_group_1678,KY750634.1,15627,16655
gene_OGC1995_group_1678,KY750633.1,15697,16725
gene_OGC1995_group_1678,CP137107.1,736627,735599
gene_OGC1995_group_1678,CP126249.1,296933,297961
gene_OGC1995_group_1678,CP060156.1,350350,351378
gene_OGC1995_group_1678,LR216066.1,335813,336841
gene_OGC1995_group_1678,LR216046.1,458529,459557
gene_OGC1995_group_1678,CP025838.1,334027,335055
gene_OGC1995_group_1678,KY750648.1,15373,16401
gene_OGC1995_group_1678,CP131707.1,316692,317720
gene_OGC1995_group_1678,CR931663.1,15077,16105
gene_OGC1995_group_1678,LR216022.1,459912,460940
gene_OGC1995_group_1678,CP016633.2,337446,338474
gene_OGC1995_group_1678,CP016632.2,340773,341801
gene_OGC1995_group_1678,CP016227.1,354676,355704
gene_OGC1995_group_1678,AF057294.1,14496,15524
gene_OGC1995_group_1678,LR536833.1,394164,395192
gene_OGC1995_group_1678,LR216040.1,367334,368362
gene_OGC1995_group_1678,LR216018.1,418356,419384
gene_OGC1995_group_1678,CP031248.1,1151315,1150287
gene_OGC1995_group_1678,CP026670.1,316014,317042
gene_OGC1995_group_1678,CP155532.1,1873000,1871972
gene_OGC1995_group_1678,CP131710.1,378242,379270
gene_OGC1995_group_1678,CP131706.1,340980,342008
gene_OGC1995_group_1678,AP018044.1,2058080,2059108
gene_OGC1995_group_1678,CP137100.1,1447094,1448122
gene_OGC1995_group_1678,AP028604.1,398925,399953
gene_OGC1995_group_1678,AP028603.1,398925,399953
gene_OGC1995_group_1678,AP026918.1,328483,329511
gene_OGC1995_group_1678,CP113267.1,1730950,1729922
gene_OGC1995_group_1678,CP035265.1,342566,343594
gene_OGC1995_group_1678,CP035264.1,378664,379692
gene_OGC1995_group_1678,FM211187.1,316014,317042
gene_OGC1995_group_1678,CR931692.1,15276,16304
gene_OGC1995_group_1678,CR931685.1,14337,15365
gene_OGC1995_group_1678,CR931684.1,15030,16058
gene_OGC1995_group_1678,CR931683.1,13773,14801
gene_OGC1995_group_1678,CR931666.1,15569,16597
gene_OGC1995_group_1678,AF030373.1,14955,15983
gene_OGC1995_group_1678,LT594598.1,15021,16049
gene_OGC3180_tagF,LR536833.1,392980,394128
gene_OGC3180_tagF,LR216040.1,366150,367298
gene_OGC3180_tagF,LR216022.1,458728,459876
gene_OGC3180_tagF,LR216018.1,417172,418320
gene_OGC3180_tagF,CP031248.1,1152499,1151351
gene_OGC3180_tagF,CP131706.1,339796,340944
gene_OGC3180_tagF,AP018044.1,2056896,2058044
gene_OGC3180_tagF,CP016633.2,336262,337410
gene_OGC3180_tagF,CP137100.1,1445910,1447058
gene_OGC3180_tagF,CP016227.1,353492,354640
gene_OGC3180_tagF,AP028604.1,397741,398889
gene_OGC3180_tagF,AP028603.1,397741,398889
gene_OGC3180_tagF,AP026918.1,327299,328447
gene_OGC3180_tagF,CP113267.1,1732134,1730986
gene_OGC3180_tagF,CP035265.1,341382,342530
gene_OGC3180_tagF,CP035264.1,377480,378628
gene_OGC3180_tagF,CR931685.1,13153,14301
gene_OGC3180_tagF,CR931683.1,12589,13737
gene_OGC3180_tagF,AF057294.1,13312,14460
gene_OGC3180_tagF,CP026670.1,314830,315978
gene_OGC3180_tagF,CP155532.1,1874184,1873036
gene_OGC3180_tagF,CP131710.1,377058,378206
gene_OGC3180_tagF,FM211187.1,314830,315978
gene_OGC3180_tagF,AF030373.1,13771,14919
gene_OGC3180_tagF,CR931684.1,13846,14994
gene_OGC3180_tagF,LR216046.1,457345,458493
gene_OGC3180_tagF,LR216066.1,334629,335777
gene_OGC3180_tagF,KY750648.1,14189,15337
gene_OGC3180_tagF,CR931666.1,14385,15533
gene_OGC3180_tagF,LR216052.1,315949,317097
gene_OGC3180_tagF,KY750644.1,14443,15591
gene_OGC3180_tagF,KY750640.1,14513,15661
gene_OGC3180_tagF,KY750639.1,14401,15549
gene_OGC3180_tagF,KY750638.1,14490,15638
gene_OGC3180_tagF,KY750637.1,14525,15673
gene_OGC3180_tagF,KY750635.1,15397,16545
gene_OGC3180_tagF,KY750634.1,14443,15591
gene_OGC3180_tagF,KY750633.1,14513,15661
gene_OGC3180_tagF,CP137107.1,737811,736663
gene_OGC3180_tagF,CP126249.1,295749,296897
gene_OGC3180_tagF,CP060156.1,349166,350314
gene_OGC3180_tagF,LR216058.1,293600,294748
gene_OGC3180_tagF,KY750647.1,13850,14998
gene_OGC3180_tagF,KY750643.1,13841,14989
gene_OGC3180_tagF,AY250187.1,3803,4951
gene_OGC3180_tagF,CR931665.1,14002,15150
gene_OGC3180_tagF,CR931664.1,14000,15148
gene_OGC3180_tagF,CP025838.1,332843,333991
gene_OGC3180_tagF,CP131707.1,315508,316656
gene_OGC3180_tagF,CR931663.1,13893,15041
gene_OGC3180_tagF,LT594598.1,13837,14985
gene_OGC3180_tagF,CP016632.2,339865,340737
gene_OGC3180_tagF,CP016632.2,339223,339435
gene_OGC3180_tagF,KY750642.1,1651,2301
gene_OGC3180_tagF,KY750641.1,1618,2238
gene_OGC3180_tagF,AF316642.1,14322,15290
gene_OGC3180_tagF,CR931673.1,14423,15391
gene_OGC3180_tagF,CR931672.1,14423,15391
gene_OGC3180_tagF,LR216045.1,314551,315519
gene_OGC3180_tagF,LR216056.1,364031,364999
gene_OGC3180_tagF,LR216034.1,303413,304381
gene_OGC3180_tagF,CP137105.1,1514003,1513035
gene_OGC3180_tagF,MK606433.1,17512,18480
gene_OGC3180_tagF,CR931674.1,15464,16432
gene_OGC3180_tagF,MK606432.1,15566,16534
gene_OGC3180_tagF,MK606431.1,15566,16534
gene_OGC3180_tagF,CR931671.1,13542,14510
gene_OGC3180_tagF,X85787.1,12850,13818
gene_OGC3180_tagF,CR931662.1,12630,13598
gene_OGC3180_tagF,LR216025.1,288056,289024
gene_OGC3180_tagF,CP035259.1,332705,333673
gene_OGC3180_tagF,LS483417.1,339177,340145
gene_OGC3180_tagF,LR216043.1,348024,348992
gene_OGC3180_tagF,CP035258.1,332696,333664
gene_OGC3180_tagF,AP028607.1,345408,346376
gene_OGC3180_tagF,CP131712.1,305440,306408
gene_OGC3180_tagF,HE651314.1,10410,11378
gene_OGC3180_tagF,OM328062.1,10607,11575
gene_OGC3180_tagF,OM328061.1,12852,13820
gene_OGC3180_tagF,OM328063.1,15318,16286
gene_OGC3180_tagF,KY750646.1,1524,1907
gene_OGC3180_tagF,KY750645.1,1568,1951
gene_OGC3180_tagF,KY009533.1,8453,9496
gene_OGC3180_tagF,KY084477.1,8962,10005
gene_OGC3180_tagF,KX470740.1,9008,10051
gene_OGC3180_tagF,KX470741.1,9008,10051
gene_OGC3180_tagF,CR931715.1,9628,10671
gene_OGC3180_tagF,CR931706.1,9759,10802
gene_OGC3180_tagF,LR216069.1,427617,428660
gene_OGC3180_tagF,CR931704.1,9421,10464
gene_OGC3180_tagF,CP113114.1,425808,426545
gene_OGC3180_tagF,CP113114.1,426560,426739
gene_OGC3180_tagF,CP113115.1,99458,98721
gene_OGC3180_tagF,CP113115.1,98706,98527
gene_OGC3180_tagF,LR216028.1,305251,305988
gene_OGC3180_tagF,LR216028.1,306003,306182
gene_OGC3180_tagF,CR931694.1,7502,8461
gene_OGC3180_tagF,MK606434.1,8979,9938
gene_OGC3180_tagF,KX021817.1,7513,8472
gene_OGC3180_tagF,KY084476.1,7098,8057
gene_OGC3180_tagF,KX096820.1,7102,8061
gene_OGC3180_tagF,CR931705.1,8272,9231
gene_OGC3180_tagF,AP025936.1,303828,304787
gene_OGC3180_tagF,AP025939.1,302808,303767
gene_OGC474_group_1162,KY750639.1,16629,17333
gene_OGC474_group_1162,KY750644.1,16671,17375
gene_OGC474_group_1162,KY750634.1,16671,17375
gene_OGC474_group_1162,KY750638.1,16718,17422
gene_OGC474_group_1162,KY750640.1,16741,17445
gene_OGC474_group_1162,KY750633.1,16741,17445
gene_OGC474_group_1162,KY750637.1,16753,17457
gene_OGC474_group_1162,KY750635.1,17625,18329
gene_OGC474_group_1162,CR931683.1,14817,15521
gene_OGC474_group_1162,CR931685.1,15381,16085
gene_OGC474_group_1162,CR931692.1,16320,17024
gene_OGC474_group_1162,CR931684.1,16074,16778
gene_OGC474_group_1162,AF030373.1,15999,16703
gene_OGC474_group_1162,LR216052.1,318177,318881
gene_OGC474_group_1162,LR216052.1,1149581,1149294
gene_OGC474_group_1162,CP126249.1,297977,298681
gene_OGC474_group_1162,CP126249.1,1127533,1127246
gene_OGC474_group_1162,AP026918.1,329527,330231
gene_OGC474_group_1162,AP026918.1,1149487,1149200
gene_OGC474_group_1162,AP026918.1,1002394,1002978
gene_OGC474_group_1162,CP131706.1,342024,342728
gene_OGC474_group_1162,CP131706.1,1202172,1201885
gene_OGC474_group_1162,LR216018.1,419400,420104
gene_OGC474_group_1162,LR216018.1,1248453,1248166
gene_OGC474_group_1162,CP131710.1,379286,379990
gene_OGC474_group_1162,CP131710.1,1243843,1243556
gene_OGC474_group_1162,LR536833.1,395208,395912
gene_OGC474_group_1162,LR536833.1,1223951,1223664
gene_OGC474_group_1162,LR536833.1,1090375,1090959
gene_OGC474_group_1162,LR216040.1,368378,369082
gene_OGC474_group_1162,LR216040.1,1149374,1149087
gene_OGC474_group_1162,CP113267.1,1729906,1729202
gene_OGC474_group_1162,CP113267.1,1053449,1053162
gene_OGC474_group_1162,CP031248.1,1150271,1149567
gene_OGC474_group_1162,CP031248.1,252727,253014
gene_OGC474_group_1162,CP155532.1,1871956,1871252
gene_OGC474_group_1162,CP155532.1,1052700,1052987
gene_OGC474_group_1162,CP137107.1,735583,734879
gene_OGC474_group_1162,CP137107.1,2020849,2021136
gene_OGC474_group_1162,AP028604.1,399969,400673
gene_OGC474_group_1162,AP028604.1,1212161,1211874
gene_OGC474_group_1162,AP028604.1,1065068,1065652
gene_OGC474_group_1162,AP028603.1,399969,400673
gene_OGC474_group_1162,AP028603.1,1212188,1211901
gene_OGC474_group_1162,AP028603.1,1065095,1065679
gene_OGC474_group_1162,CP137100.1,1448138,1448842
gene_OGC474_group_1162,CP137100.1,126010,125723
gene_OGC474_group_1162,CP060156.1,351394,352098
gene_OGC474_group_1162,CP060156.1,1186962,1186675
gene_OGC474_group_1162,CP026670.1,317058,317762
gene_OGC474_group_1162,CP026670.1,1136309,1136022
gene_OGC474_group_1162,FM211187.1,317058,317762
gene_OGC474_group_1162,FM211187.1,1136309,1136022
gene_OGC474_group_1162,AP018044.1,2059124,2059828
gene_OGC474_group_1162,AP018044.1,780442,780155
gene_OGC474_group_1162,AY250187.1,6031,6735
gene_OGC474_group_1162,CP035265.1,343610,344314
gene_OGC474_group_1162,CP035265.1,1166391,1166104
gene_OGC474_group_1162,CP035264.1,379708,380412
gene_OGC474_group_1162,CP035264.1,1201164,1200877
gene_OGC474_group_1162,KY750643.1,16069,16773
gene_OGC474_group_1162,CR931665.1,16230,16934
gene_OGC474_group_1162,CR931664.1,16228,16932
gene_OGC474_group_1162,KY750647.1,16078,16782
gene_OGC474_group_1162,LR216058.1,295828,296532
gene_OGC474_group_1162,LR216058.1,1071407,1071120
gene_OGC474_group_1162,AF057294.1,15540,16244
gene_OGC474_group_1162,CP016633.2,338490,339194
gene_OGC474_group_1162,CP016633.2,1161974,1161687
gene_OGC474_group_1162,LR216022.1,460956,461660
gene_OGC474_group_1162,LR216022.1,1291753,1291466
gene_OGC474_group_1162,CP016632.2,341817,342521
gene_OGC474_group_1162,CP016632.2,1177524,1177237
gene_OGC474_group_1162,CP016227.1,355720,356424
gene_OGC474_group_1162,CP016227.1,1173930,1173643
gene_OGC474_group_1162,CR931663.1,16121,16825
gene_OGC474_group_1162,CR931693.2,16012,16716
gene_OGC474_group_1162,CR931666.1,16613,17317
gene_OGC474_group_1162,CP025838.1,335071,335775
gene_OGC474_group_1162,CP025838.1,1120215,1119928
gene_OGC474_group_1162,CP131707.1,317736,318440
gene_OGC474_group_1162,CP131707.1,1140363,1140076
gene_OGC474_group_1162,LR216046.1,459573,460277
gene_OGC474_group_1162,LR216046.1,1289563,1289276
gene_OGC474_group_1162,KY750648.1,16417,17121
gene_OGC474_group_1162,LR216066.1,336857,337561
gene_OGC474_group_1162,LR216066.1,1253038,1252751
gene_OGC474_group_1162,LT594598.1,16065,16769
gene_OGC474_group_1162,AF402777.2,1,288
gene_OGC474_group_1162,AP025940.1,911191,911478
gene_OGC474_group_1162,AP025938.1,919987,920274
gene_OGC474_group_1162,LR216051.1,1196356,1196069
gene_OGC474_group_1162,CP139860.1,1913222,1913509
gene_OGC474_group_1162,CP137111.1,176972,176685
gene_OGC474_group_1162,CP035263.1,1196767,1196480
gene_OGC474_group_1162,CP035263.1,1125273,1124689
gene_OGC474_group_1162,AP028601.1,1162838,1162551
gene_OGC474_group_1162,CP052060.1,1077525,1077238
gene_OGC474_group_1162,LR216020.1,1166623,1166336
gene_OGC474_group_1162,LR536835.1,1197536,1197249
gene_OGC474_group_1162,LR216031.1,1128137,1127850
gene_OGC474_group_1162,LR536839.1,1116346,1116059
gene_OGC474_group_1162,CP035241.1,1122774,1122487
gene_OGC474_group_1162,CP090881.1,1219735,1219448
gene_OGC474_group_1162,CP090889.1,1189990,1189703
gene_OGC474_group_1162,CP090883.1,1190452,1190165
gene_OGC474_group_1162,CP090884.1,1190346,1190059
gene_OGC474_group_1162,CP102583.1,978303,978590
gene_OGC474_group_1162,LR536841.1,1199363,1199076
gene_OGC474_group_1162,FQ312045.1,239082,238795
gene_OGC474_group_1162,CP051650.1,1152507,1152220
gene_OGC474_group_1162,CP132060.1,1152711,1152424
gene_OGC474_group_1162,CP132059.1,1152722,1152435
gene_OGC474_group_1162,LR216037.1,1188460,1188173
gene_OGC474_group_1162,LR216062.1,1168576,1168289
gene_OGC474_group_1162,FQ312041.2,1151743,1151456
gene_OGC474_group_1162,FQ312044.2,1151743,1151456
gene_OGC474_group_1162,CP136899.1,1479360,1479073
gene_OGC474_group_1162,CP079923.1,1140826,1140539
gene_OGC474_group_1162,CP118286.1,1076139,1076426
gene_OGC474_group_1162,AP025939.1,878608,878895
gene_OGC474_group_1162,CP118285.1,1105655,1105368
gene_OGC474_group_1162,AP026930.1,1135382,1135095
gene_OGC474_group_1162,CP125291.1,1138758,1138471
gene_OGC474_group_1162,FQ312027.1,1162079,1161792
gene_OGC474_group_1162,FQ312043.1,1162277,1161990
gene_OGC474_group_1162,LR129844.1,1162502,1162215
gene_OGC474_group_1162,CP118287.1,987409,987122
gene_OGC474_group_1162,CP155536.1,935270,935557
gene_OGC474_group_1162,LR129843.1,1162534,1162247
gene_OGC474_group_1162,CP019299.1,1179157,1178870
gene_OGC474_group_1162,CP035245.1,1162527,1162240
gene_OGC474_group_1162,AE007317.1,1147527,1147240
gene_OGC474_group_1162,CP038808.1,1147529,1147242
gene_OGC474_group_1162,AP028608.1,893128,893415
gene_OGC475_nagD,LR216066.1,337576,338409
gene_OGC475_nagD,LR216066.1,1365668,1364922
gene_OGC475_nagD,LR216058.1,296547,297380
gene_OGC475_nagD,LR216058.1,1184680,1183934
gene_OGC475_nagD,LR216052.1,318896,319729
gene_OGC475_nagD,LR216052.1,1262842,1262096
gene_OGC475_nagD,LR216046.1,460292,461125
gene_OGC475_nagD,LR216046.1,1411161,1410415
gene_OGC475_nagD,CP025838.1,335790,336623
gene_OGC475_nagD,CP025838.1,1243955,1243209
gene_OGC475_nagD,KY750648.1,17136,17969
gene_OGC475_nagD,KY750644.1,17390,18223
gene_OGC475_nagD,KY750643.1,16788,17621
gene_OGC475_nagD,KY750640.1,17460,18293
gene_OGC475_nagD,KY750639.1,17348,18181
gene_OGC475_nagD,KY750638.1,17437,18270
gene_OGC475_nagD,KY750637.1,17472,18305
gene_OGC475_nagD,KY750635.1,18344,19177
gene_OGC475_nagD,KY750634.1,17390,18223
gene_OGC475_nagD,KY750633.1,17460,18293
gene_OGC475_nagD,CP131707.1,318455,319288
gene_OGC475_nagD,CP131707.1,1317863,1317117
gene_OGC475_nagD,CP137107.1,734864,734031
gene_OGC475_nagD,CP137107.1,1915039,1915785
gene_OGC475_nagD,CP126249.1,298696,299529
gene_OGC475_nagD,CP126249.1,1240030,1239284
gene_OGC475_nagD,CP060156.1,352113,352946
gene_OGC475_nagD,CP060156.1,1313880,1313134
gene_OGC475_nagD,CR931666.1,17332,18165
gene_OGC475_nagD,CR931664.1,16947,17780
gene_OGC475_nagD,CR931663.1,16840,17673
gene_OGC475_nagD,KY750647.1,16797,17630
gene_OGC475_nagD,AY250187.1,6750,7583
gene_OGC475_nagD,CR931665.1,16949,17782
gene_OGC475_nagD,CR931693.2,16731,17564
gene_OGC475_nagD,LR216040.1,369097,369930
gene_OGC475_nagD,LR216040.1,1375018,1374272
gene_OGC475_nagD,LR216022.1,461675,462508
gene_OGC475_nagD,LR216022.1,1390342,1389596
gene_OGC475_nagD,LR216018.1,420119,420952
gene_OGC475_nagD,LR216018.1,1352225,1351479
gene_OGC475_nagD,CP031248.1,1149552,1148719
gene_OGC475_nagD,CP031248.1,140279,141025
gene_OGC475_nagD,CP026670.1,317777,318610
gene_OGC475_nagD,CP026670.1,1342941,1342195
gene_OGC475_nagD,CP155532.1,1871237,1870404
gene_OGC475_nagD,CP155532.1,846068,846814
gene_OGC475_nagD,CP131710.1,380005,380838
gene_OGC475_nagD,CP131710.1,1363952,1363206
gene_OGC475_nagD,CP131706.1,342743,343576
gene_OGC475_nagD,CP131706.1,1321962,1321216
gene_OGC475_nagD,AP018044.1,2059843,2060676
gene_OGC475_nagD,AP018044.1,885079,884333
gene_OGC475_nagD,CP016633.2,339209,340042
gene_OGC475_nagD,CP016633.2,1280556,1279810
gene_OGC475_nagD,CP016632.2,342536,343369
gene_OGC475_nagD,CP016632.2,1297228,1296482
gene_OGC475_nagD,CP137100.1,1448857,1449690
gene_OGC475_nagD,CP137100.1,246880,246134
gene_OGC475_nagD,CP016227.1,356439,357272
gene_OGC475_nagD,CP016227.1,1296937,1296191
gene_OGC475_nagD,AP028604.1,400688,401521
gene_OGC475_nagD,AP028604.1,1333398,1332652
gene_OGC475_nagD,AP028603.1,400688,401521
gene_OGC475_nagD,AP028603.1,1333435,1332689
gene_OGC475_nagD,AP026918.1,330246,331079
gene_OGC475_nagD,AP026918.1,1270880,1270134
gene_OGC475_nagD,CP113267.1,1729187,1728354
gene_OGC475_nagD,CP113267.1,1150494,1149748
gene_OGC475_nagD,CP035265.1,344329,345162
gene_OGC475_nagD,CP035265.1,1265150,1264404
gene_OGC475_nagD,CP035264.1,380427,381260
gene_OGC475_nagD,CP035264.1,1300201,1299455
gene_OGC475_nagD,FM211187.1,317777,318610
gene_OGC475_nagD,FM211187.1,1342941,1342195
gene_OGC475_nagD,CR931692.1,17039,17872
gene_OGC475_nagD,CR931685.1,16100,16933
gene_OGC475_nagD,CR931684.1,16793,17626
gene_OGC475_nagD,CR931683.1,15536,16369
gene_OGC475_nagD,AF057294.1,16259,17092
gene_OGC475_nagD,LR536833.1,395927,396760
gene_OGC475_nagD,LR536833.1,1324494,1323748
gene_OGC475_nagD,AF030373.1,16718,17551
gene_OGC475_nagD,LT594598.1,16790,17617
gene_OGC475_nagD,AP026930.1,1233882,1233136
gene_OGC475_nagD,AP026915.1,1288594,1287848
gene_OGC475_nagD,LR216019.1,1265405,1264659
gene_OGC475_nagD,CP137110.1,1860815,1861561
gene_OGC475_nagD,AP026925.1,1307761,1307015
gene_OGC475_nagD,CP139860.1,1821857,1822603
gene_OGC475_nagD,LR216062.1,1258917,1258171
gene_OGC475_nagD,CP019299.1,1269496,1268750
gene_OGC475_nagD,CP139863.1,1863501,1864247
gene_OGC475_nagD,LS483449.1,1296741,1295995
gene_OGC475_nagD,CP139861.1,267888,267142
gene_OGC475_nagD,LR216057.1,1301627,1300881
gene_OGC475_nagD,CP137106.1,1917529,1918275
gene_OGC475_nagD,AP026921.1,1359283,1358537
gene_OGC475_nagD,LR216028.1,1384281,1383535
gene_OGC475_nagD,LR536841.1,1298035,1297289
gene_OGC475_nagD,LR216025.1,1207288,1206542
gene_OGC475_nagD,LR536843.1,1159897,1159151
gene_OGC475_nagD,CP035259.1,1296540,1295794
gene_OGC475_nagD,LR216063.1,1299068,1298322
gene_OGC475_nagD,AP026914.1,721509,722255
gene_OGC475_nagD,LS483417.1,1302332,1301586
gene_OGC475_nagD,CP031245.1,1830204,1829458
gene_OGC475_nagD,AP018938.1,1299809,1299063
gene_OGC475_nagD,LR134294.1,826507,825761
gene_OGC475_nagD,CP035258.1,1299362,1298616
gene_OGC475_nagD,LR216047.1,1341220,1340474
gene_OGC475_nagD,LR536837.1,1317654,1316908
gene_OGC475_nagD,AP026932.1,1326183,1325437
gene_OGC475_nagD,AP028607.1,1316977,1316231
gene_OGC475_nagD,LR216017.1,1334955,1334209
gene_OGC475_nagD,CP137113.1,263508,262762
gene_OGC475_nagD,CP000918.1,1341672,1340926
gene_OGC475_nagD,CP018136.1,1319696,1318950
gene_OGC475_nagD,CP155533.1,1379087,1378341
gene_OGC475_nagD,LR216024.1,1348593,1347847
gene_OGC475_nagD,AP018391.1,689272,690018
gene_OGC475_nagD,LR216043.1,1312829,1312083
gene_OGC475_nagD,LR216042.1,1359520,1358774
gene_OGC475_nagD,AP017971.1,1323086,1322340
gene_OGC475_nagD,LR216055.1,1318833,1318087
gene_OGC475_nagD,CP035261.1,1321530,1320784
gene_OGC475_nagD,LR216015.1,1327124,1326378
gene_OGC475_nagD,CP020551.1,1380435,1379689
gene_OGC475_nagD,CP020549.1,1361311,1360565
gene_OGC475_nagD,CP000936.1,1424317,1423571
gene_OGC1125_group_672,CP050175.1,332838,334049
gene_OGC1125_group_672,LR536843.1,345857,347068
gene_OGC1125_group_672,LS483450.1,329899,331110
gene_OGC1125_group_672,CP137109.1,1408832,1410043
gene_OGC1125_group_672,CR931717.1,8175,9386
gene_OGC1125_group_672,CR931660.1,8148,9359
gene_OGC1125_group_672,CR931659.1,8147,9358
gene_OGC1125_group_672,AP019192.2,337319,338530
gene_OGC1125_group_672,CR931719.1,9053,10264
gene_OGC1125_group_672,CR931658.1,11091,12302
gene_OGC1124_group_769,CP050175.1,331631,332800
gene_OGC1124_group_769,CP050175.1,990076,990570
gene_OGC1124_group_769,AP019192.2,336112,337281
gene_OGC1124_group_769,AP019192.2,987996,988490
gene_OGC1124_group_769,LR536843.1,344650,345819
gene_OGC1124_group_769,LR536843.1,964042,964536
